track_id,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,is_genre
3htVxgwWQZ88VbucbOJkjO,4,148360,0.391,0.951,6,-7.419,1,0.0688,0.012,4.46e-4,0.0878,0.468,157.663,4,0
5EWPGh7jbTNO2wakv8LjUI,77,547106,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-5,0.0924,0.338,118.223,4,1
4xo3fH6bFLFVQD5E3vM8j6,19,237133,0.481,0.974,11,-7.388,0,0.0842,2.2e-5,0.513,0.3,0.216,120.128,4,0
0txUMkaN3gbwv4RlEwqzl5,0,173546,0.609,0.575,1,-4.789,1,0.0387,0.723,0,0.176,0.662,113.958,4,1
3PoUfHaM3PVrqDXhKUqPW2,0,228013,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-6,0.0954,0.148,175.212,3,1
7tDASYxj2O3UBK6VTWGaUW,55,263620,0.582,0.556,5,-5.935,0,0.0309,0.877,0.00995,0.0883,0.357,143.993,4,0
5Yx9t9RgATAtYoHN8gbRM0,70,124021,0.511,0.435,9,-10.254,1,0.0408,0.301,8.2e-5,0.255,0.343,120.207,4,0
1XjrpDJARnUJtL1wRUQMbI,0,199200,0.32,0.288,7,-13.439,1,0.0291,0.363,0.00561,0.0943,0.181,77.762,4,1
0t02v0CVkIMWiCJ9vm937B,0,201373,0.724,0.566,7,-5.117,1,0.0305,0.617,2.3e-4,0.234,0.873,131.174,4,1
3oVtUUirowVa9DEtjazJVq,51,427917,0.489,0.674,2,-8.627,1,0.0362,0.0405,1.52e-6,0.644,0.18,131.963,4,0
6pMnEX2iBcqQtUyIl1L6Oo,51,136493,0.449,0.174,2,-12.56,1,0.0292,0.903,0,0.124,0.288,143.37,4,1
7EhzzqkXGz2cBKSqu2sdvD,19,154531,0.543,0.888,8,-5.131,1,0.0937,0.00137,0.00901,0.0939,0.502,74.993,4,0
20hTmPgYgVWwtVgrSr3VFH,42,125413,0.502,0.301,7,-12.496,1,0.0315,0.835,9.95e-5,0.34,0.261,126.898,3,1
6J29756CWuq2ryDATYgDCa,0,191493,0.529,0.467,8,-4.663,1,0.0263,0.23,0,0.0922,0.24,132.09,4,1
6JsiDFQRx7GHcuf2UroSYB,62,185960,0.559,0.845,11,-4.236,0,0.0362,0.00757,3.66e-5,0.115,0.262,91.98,4,0
3sHr6yThEKCa7IZ8zY2I17,0,193840,0.715,0.496,8,-9.487,1,0.0589,0.648,0.213,0.0741,0.71,76.512,4,0
4OK7EIBsQfBjNBPYcy453s,23,123186,0.537,0.857,0,-5.313,1,0.043,0.723,0,0.122,0.748,95.082,4,0
6oFo0OUM6sS2vVeS0kVlI7,8,532980,0.694,0.651,1,-12.423,1,0.0509,0.0123,0.87,0.0675,0.151,127.001,4,0
3cBsEDNhFI9E82vPj3kvi3,83,178520,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196,3,1
3FOLF9tK1usNKU5EriOv4G,1,228013,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-6,0.0954,0.148,175.212,3,1
0PkXnSmOLuk2LFQbQokBvc,0,167693,0.654,0.63,10,-4.644,1,0.0259,0.149,0,0.111,0.43,89.991,4,1
11EX5yhxr9Ihl3IN1asrfK,71,277573,0.587,0.622,4,-5.535,1,0.0303,0.0927,6.36e-4,0.2,0.231,107.943,4,1
0psMYfcw6eafVtpnKv6hlD,25,227480,0.352,0.295,4,-13.178,0,0.0344,0.138,7.72e-4,0.244,0.371,114.622,3,0
19Soia9DcLn2xZH8gIUu2X,22,247997,0.618,0.887,10,-8.369,0,0.0638,5.16e-4,0.708,0.27,0.17,180.868,4,0
4f82WYUALAnn6l1ZymXEYQ,0,182289,0.608,0.755,1,-5.156,0,0.114,0.0525,0,0.0998,0.75,176.046,4,1
0ZUo4YjG4saFnEJhdWp9Bt,78,199946,0.519,0.749,6,-3.318,0,0.0405,0.271,0,0.119,0.29,147.905,4,1
0yJYYdWIQ0VR1Zz4CAweO7,0,190287,0.728,0.711,5,-4.477,0,0.081,0.0183,0,0.0727,0.782,172.068,4,0
5oWuyadWdQdBQWjPq6n9TV,22,144000,0.666,0.47,11,-10.496,1,0.0301,0.401,4.65e-5,0.256,0.93,109.734,4,0
6ifRkrDOVOl894U1YuuTfM,56,191114,0.575,0.368,6,-7.436,0,0.0317,0.289,0,0.245,0.621,200.016,4,1
0W7mY6om2ZetMnm9Ra651N,17,289133,0.268,0.991,2,-5.481,0,0.0565,3.64e-6,0.00369,0.0684,0.191,162.23,4,0
5SNDGulFALe3DpSbuYarl7,54,282933,0.394,0.873,7,-7.097,0,0.0594,5.18e-4,1.58e-4,0.277,0.25,147.806,4,0
4iaut2RZl7gn6hkipwSW1j,0,200662,0.386,0.124,0,-9.736,1,0.0306,0.928,0,0.116,0.46,94.166,3,1
1IyHPt3b6BrhdMwNyk0VM0,66,314440,0.48,0.588,2,-10.773,1,0.0339,0.00213,0.712,0.319,0.305,177.018,4,0
7GAaTpSoTWUTbP2Yxlt4Hd,74,236440,0.581,0.717,4,-4.433,1,0.0318,0.0298,1.86e-4,0.243,0.316,107.884,4,1
10BabjUSOXCkRegqVud2Xs,0,237906,0.743,0.59,1,-9.324,1,0.259,0.00972,0,0.116,0.183,94.267,4,0
4FfJyCX8Dq3BcfOhFEL06K,0,218666,0.668,0.665,7,-8.55,1,0.0267,0.0519,6.68e-5,0.109,0.766,128.619,4,1
0nI0q4NuoOIskGNRizI6vs,0,213000,0.498,0.946,2,-4.792,1,0.0602,1.21e-4,2.53e-5,0.359,0.31,106.276,4,0
4K58TCl6cXgby5ZFP4Aggw,64,149694,0.658,0.423,11,-8.796,0,0.113,0.757,0,0.105,0.279,80.018,4,0
4l9hml2UCnxoNI3yCdL1BW,63,141133,0.438,0.00756,0,-26.44,0,0.0382,0.941,0.00643,0.109,0.277,133.32,4,0
3aKAdHDxhYu2gpbQMYSEkv,56,231626,0.6,0.242,0,-12.63,1,0.031,0.697,0,0.128,0.3,106.616,4,1
5KEWnHcFI1AjYNBMx5m1ND,0,201373,0.724,0.566,7,-5.117,1,0.0305,0.617,2.3e-4,0.234,0.873,131.174,4,1
2TjnCxxQRYn56Ye8gkUKiW,68,213712,0.228,0.224,7,-12.749,1,0.0311,0.946,2.22e-4,0.273,0.18,60.3,4,1
1owAc7B3hoCvn2GXHMUHPJ,46,181600,0.514,0.864,4,-3.246,0,0.0502,0.0256,0,0.103,0.471,94.927,4,1
1JmlZodBeJCzYsUMROca9M,0,183560,0.579,0.754,4,-5.249,1,0.0261,0.00805,0,0.0803,0.734,124.036,4,1
2nxVqPUy9WTzKHuCWRb9DM,20,174573,0.401,0.425,7,-10.032,1,0.0348,0.883,0,0.171,0.641,206.092,4,0
4qNfyAdNJ4NLxxgW0zdH2u,11,341008,0.647,0.617,5,-11.421,1,0.0393,0.122,0.878,0.943,0.0801,95.003,4,0
4yU1riWbAJLjQPMkeouacD,32,211626,0.641,0.683,8,-6.409,1,0.283,0.241,2.61e-6,0.0932,0.533,83.245,4,0
7e89621JPkKaeDSTQ3avtg,81,283800,0.596,0.605,7,-12.145,1,0.0255,0.181,3.31e-4,0.0863,0.886,97.798,4,1
5f1joOtoMeyppIcJGZQvqJ,75,191406,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-5,0.126,0.322,86.97,4,1
5pz84AeaQR6cwS1TAnK32u,42,179131,0.401,0.659,0,-7.259,1,0.0678,0.184,9.56e-5,0.822,0.787,81.612,4,1
6ho8wfb3tVfn47wDEZTtgc,46,139824,0.482,0.103,1,-11.154,1,0.0369,0.965,2.32e-6,0.115,0.438,112.137,3,0
4ggAlL9i78oaVAn9Wx1UJ0,48,146198,0.655,0.217,5,-10.574,1,0.0297,0.881,0,0.0628,0.479,79.951,4,0
7rEU8fXG9VhwOQUeojzqJ3,22,179133,0.664,0.722,7,-4.758,1,0.112,0.268,0,0.153,0.839,136.041,4,0
1IC1rnzhDBXWkB20bHly9G,41,250218,0.488,0.737,4,-6.782,1,0.0941,0.0131,0,0.349,0.272,147.676,4,1
4Qum1kECNQrpREev5fvAQ4,66,203036,0.492,0.708,10,-4.639,1,0.0334,0.0975,0,0.12,0.697,161.989,4,1
5uJNs7kHNXqmX8MSv52QN9,0,170786,0.477,0.206,11,-10.4,1,0.0349,0.9,1.37e-5,0.229,0.2,94.784,3,1
1Y1lY3CMLxuvtsW7YVxJAi,0,182506,0.424,0.451,3,-7.486,1,0.0285,0.821,1.46e-6,0.124,0.184,161.992,3,1
3OoivGRgydZVFGzXh77rEA,45,292799,0.509,0.933,0,-7.034,1,0.257,0.607,0.0302,0.0595,0.429,118.871,4,0
5pNAyiG39qtj7w8iMcoh6L,0,201373,0.724,0.566,7,-5.117,1,0.0305,0.617,2.3e-4,0.234,0.873,131.174,4,1
1GIFDbwxGx1jVfroBbzmwh,0,242022,0.594,0.833,1,-5.559,1,0.0337,0.0119,0,0.315,0.592,118.512,4,1
5VFKfahPr6qgucDOv7oMIh,0,205200,0.596,0.833,9,-4.308,1,0.0474,0.0563,0,0.0866,0.618,115.997,4,1
0Q7Jp3aCwfYnSnbMDoXWyR,66,281533,0.305,0.323,7,-9.396,1,0.0284,0.483,0,0.107,0.103,135.803,4,1
4YUM6w6KqQLEwxi3ShRA8T,38,392624,0.791,0.872,1,-9.775,1,0.0465,3.01e-5,0.895,0.0912,0.0418,122.997,4,0
1xUl4v2uK0hi7ZT3fF7ZII,0,201541,0.488,0.175,8,-9.5,1,0.0491,0.952,1.01e-6,0.105,0.201,117.291,4,1
0V384fwVL1TF2eaPF7HZFO,22,293093,0.528,0.963,7,-2.877,1,0.0583,0.00737,0.00183,0.371,0.549,137.444,4,0
1DyIW6o93oTfsRgh8oEQSM,39,133538,0.494,0.668,11,-8.166,0,0.068,0.78,0,0.746,0.687,83.317,4,0
3QzDWiSTwb3X2KiikhCoRp,48,241266,0.0861,1,4,-18.799,1,0.0558,0.796,0.99,0.98,1e-5,86.214,5,0
2RNeNeEbmvfvNcnNR5pSDR,0,247765,0.445,0.401,8,-7.883,0,0.0294,0.63,2.36e-6,0.0958,0.206,145.15,3,1
0853SQNjVnNVFa2j68txPo,37,193800,0.519,0.697,9,-3.621,1,0.0294,0.118,0,0.0771,0.667,173.106,4,0
1ByjUtjfHISyPBH1m4uhvT,49,195193,0.395,0.0465,11,-25.504,0,0.0383,0.978,0.923,0.0968,0.1,66.808,4,0
59kHPbwyyCApYA8RQQEuXm,72,148160,0.606,0.706,0,-9.665,1,0.0379,0.362,0,0.16,0.819,174.533,4,1
6GgqU6HZx6oIcMHFBcnS41,57,180000,0.691,0.436,2,-9.363,1,0.0275,0.898,0.261,0.122,0.239,119.927,4,0
64dnK9CdyuvamFBC7cTfOv,20,164306,0.0908,0.178,11,-14.27,1,0.0346,0.927,0.873,0.163,0.0374,81.821,4,0
2QwP65F7nC5MKOtllwjDJH,35,165052,0.542,0.903,9,-4.173,1,0.0832,0.011,0,0.702,0.815,161.959,4,0
1ZZdzk0O2nd46H4rI2uyir,0,236990,0.542,0.68,8,-4.434,1,0.0285,0.175,0,0.093,0.878,167.966,4,1
5kEy0SfJDGNqp6OhZPxTq3,0,202613,0.448,0.932,7,-4.424,1,0.0976,0.0174,0,0.347,0.709,187.813,4,1
7hNS1ZFMtotZBXcsekVjvu,0,210906,0.322,0.301,0,-11.993,1,0.0325,0.921,7.99e-4,0.168,0.234,74.518,3,1
79qxwHypONUt3AFq0WPpT9,70,214293,0.581,0.197,3,-7.697,1,0.0329,0.88,0,0.107,0.349,130.367,4,1
0oYyoE6MRQVa64FN9XxU7c,0,167840,0.704,0.735,0,-5.68,1,0.031,0.18,0,0.172,0.766,125.815,4,1
3QDqbaCOc6gfdgEyOqEGz9,21,142266,0.242,0.975,1,-8.067,1,0.104,1.95e-6,0.895,0.132,0.198,127.557,1,0
6RfcUecxEqj4rFo9vhvpCr,0,211739,0.544,0.573,8,-5.694,1,0.0356,0.0958,0,0.104,0.233,122.977,4,1
5dxgUzUSEMddBRjMZk6bj4,45,151484,0.647,0.813,9,-5.076,1,0.0758,0.135,0,0.173,0.826,153.994,4,1
3JUspuLoZiYcmvjbHY488r,0,206106,0.607,0.912,8,-3.449,1,0.0611,0.124,0,0.332,0.722,134.944,4,1
0mhMSxIx2XnXCF7PDLjUGG,0,181872,0.627,0.562,10,-6.268,0,0.0364,0.0628,0,0.31,0.389,95.054,4,0
1zEvVF0TuZ25UHnzAutUuX,43,205387,0.791,0.606,7,-12.038,1,0.296,0.0706,0,0.33,0.799,134.979,4,1
3HdR4w6XKoVEhtuP5AhpNW,33,199933,0.519,0.939,5,-6.557,1,0.0443,0.0704,0,0.353,0.963,152.979,4,0
3axhnTsNa4YefoyLGxjdWz,55,187653,0.8,0.491,10,-8.293,0,0.0468,0.309,0,0.332,0.425,135.008,4,0
00ZYYvMBC1Rs4nl0Y0suN1,0,226516,0.598,0.326,11,-8.129,1,0.0308,0.837,0.107,0.099,0.182,125.671,3,1
6xSsrWJJsfJTbdnV0bKpPW,43,216533,0.572,0.675,0,-8.347,1,0.047,0.332,0,0.147,0.613,141.559,4,0
6UF6LrOZlDZxJjooEqYaDh,0,236990,0.542,0.68,8,-4.434,1,0.0285,0.175,0,0.093,0.878,167.966,4,1
7leo97m61VXKzV7b4Na9qa,1,165026,0.519,0.397,8,-9.369,1,0.0293,0.852,3.95e-5,0.217,0.557,97.717,3,1
5DGptigDyrTy3KjbUP0cvV,11,375750,0.813,0.769,5,-9.034,0,0.0369,0.00281,0.697,0.0522,0.519,123.015,4,0
2QALFQsf6QAs6esLfRLNlt,22,416760,0.471,0.467,8,-10.66,1,0.211,0.82,0,0.309,0.537,143.871,4,0
1brnLTvarI9D1hLP6z2Ar8,78,174560,0.738,0.455,3,-8.735,1,0.0352,0.695,0,0.107,0.441,99.945,4,1
0SAfziCT0lBo13Q7Rb4kqQ,46,218290,0.58,0.546,8,-13.95,1,0.0621,0.0663,0,0.658,0.653,90.905,4,0
5OLWhgBWQYUN6llsmYkPGp,0,139279,0.621,0.85,2,-4.203,1,0.0311,0.0221,1.52e-6,0.0581,0.923,89.497,4,1
7ceDlxkK6heHMfSyjAv6Jc,48,249679,0.612,0.928,0,-2.862,0,0.0408,0.304,0,0.423,0.736,81.008,4,0
7yOIaeHJ17V5ZUE8pRAd7b,0,219169,0.658,0.515,1,-7.283,1,0.0368,0.678,0,0.154,0.652,110.089,4,1
7Kiw2eWnLpXmnKXKxpCcq0,41,212600,0.683,0.531,6,-11.606,0,0.116,0.592,6.15e-6,0.0589,0.805,82.392,4,0
39ph3ZNvqkWOMd1Idtv3Vj,0,209720,0.534,0.722,9,-4.944,1,0.0339,0.0367,1.68e-6,0.11,0.224,75.007,4,1
2CWcO0kduKYfsSHY8E3Iml,29,127680,0.448,0.873,4,-10.266,1,0.0545,0.00873,2.88e-5,0.347,0.968,192.572,4,0
0CJnj7jeQoDlupfJt9IVxS,1,207540,0.582,0.568,1,-7.3,1,0.0275,0.577,0,0.105,0.394,121.991,3,1
1reKcluTdLC5sHyUi49XOV,0,196253,0.544,0.572,0,-6.205,1,0.0319,0.118,0,0.234,0.52,169.885,4,1
6KsWTg6la3h3LeLcQZ2uoD,57,179032,0.704,0.989,11,-6.003,0,0.0564,0.157,0.843,0.0747,0.848,123.971,4,0
3MsEj3a4VkrgveoFE8JAXO,34,182280,0.86,0.632,4,-6.777,0,0.273,0.15,0,0.096,0.686,74.998,4,0
5uYHDSKVHfHxBLgYf4H6SH,67,264915,0.568,0.511,9,-8.57,1,0.0351,0.119,0,0.123,0.134,117.972,4,0
1gVAK9YQVXXWo11ZG3qZWX,2,197209,0.402,0.924,7,-4.089,0,0.156,2.1e-4,0,0.237,0.443,180.075,4,0
4gvea7UlDkAvsJBPZAd4oB,77,288733,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,4,1
01YadfwyNIWIgMZiujcA0c,0,231265,0.505,0.627,6,-7.851,1,0.0273,0.423,7.4e-5,0.0755,0.296,141.881,4,1
77Bt2DXJE1R1qsnm4D10Ox,59,223129,0.531,0.552,1,-5.945,1,0.0309,0.436,0,0.0786,0.328,74.931,3,1
10GvGzKcCLKkixd1qKcuFA,38,285216,0.345,0.786,0,-7.922,1,0.0957,0.145,6.18e-4,0.914,0.425,135.765,4,0
1Kkns2q20FCjLJpr6rZucI,0,201373,0.724,0.566,7,-5.117,1,0.0305,0.617,2.3e-4,0.234,0.873,131.174,4,1
4JzCFEc3O2UEdjKzevvFH5,78,264480,0.633,0.511,2,-5.665,1,0.0368,0.434,0,0.248,0.29,116.855,3,0
0jmHIDi5pCbtTuvM9t323L,0,253520,0.653,0.433,0,-8.307,1,0.0243,0.505,1.65e-5,0.193,0.423,96.004,4,1
0sJI0ZyPI4M4wyMS7AcA0G,0,230480,0.693,0.492,10,-6.962,1,0.0378,0.559,3.66e-6,0.0972,0.595,76.017,4,1
5vo6kGxIqicod1Cy7VN701,0,184746,0.233,0.432,10,-5.957,1,0.0321,0.291,0,0.279,0.286,195.663,3,1
3WBJcwnBI1eocuhkwTz8dg,0,291733,0.728,0.919,10,-5.751,1,0.0494,0.0495,0,0.152,0.963,130.22,4,1
0ulct3cASnhGvaGhFIuIyZ,60,248738,0.734,0.541,7,-8.86,1,0.131,0.454,8.51e-4,0.132,0.501,140.044,4,0
1PqPFUrWo12p5XcF5g3YGB,20,220919,0.375,0.459,1,-13.247,1,0.033,0.973,0.861,0.117,0.511,145.077,4,0
2mWFXEnhhXJnKfs3nAFfbC,0,244546,0.353,0.574,2,-5.126,1,0.0331,0.426,2.27e-5,0.0939,0.386,117.577,3,1
3pT792CfNgAuheLETAWh7Z,7,94706,0.608,0.228,9,-20.006,1,0.0481,0.918,0.703,0.0908,0.698,132.094,4,0
6Vmwm73j6P6Xyr4FbPSzZx,40,272741,0.309,0.686,10,-5.233,1,0.0341,0.116,0,0.984,0.445,143.081,4,0
3Fr9X7PmuWk5rJUPgVi3p9,26,167967,0.717,0.854,8,-5.218,1,0.0591,0.135,0,0.173,0.548,139.968,4,0
6RbR5roCYCol0oQw4oUxU7,0,201541,0.488,0.175,8,-9.5,1,0.0491,0.952,1.01e-6,0.105,0.201,117.291,4,1
2MXE5cIWke4AVIrXpr9Fg5,42,220533,0.47,0.572,8,-5.707,1,0.0283,0.0574,0,0.0902,0.422,131.962,4,1
1LwSnnsoKcAUv9TPFEZ7iQ,56,198100,0.532,0.932,5,-4.303,0,0.0522,0.0661,0,0.38,0.738,100.1,4,0
6cVjvVnVZNBrMa7yPpvsGM,34,276186,0.466,0.382,2,-15.408,0,0.0515,0.645,0,0.253,0.743,141.041,3,0
2laWaYdlYCDe3QFsUUpxkW,0,254066,0.422,0.0605,6,-18.861,1,0.0383,0.931,0.0569,0.111,0.0794,126.251,4,0
5eUtyONoPyfZYGrFHmZzlc,1,228320,0.59,0.389,2,-9.245,1,0.0387,0.411,1.48e-6,0.117,0.389,166.055,4,1
3I4WFddKpe2PGZWFh7f10J,67,216960,0.554,0.722,11,-6.005,1,0.034,0.119,0,0.0861,0.558,134.058,4,1
3S2S5Kqs95hRwVXSL4nBpO,1,181106,0.822,0.736,1,-3.969,1,0.15,0.157,7.81e-4,0.0748,0.679,175.93,4,0
1EPRVNBeFVCMHXbXnq6Pxy,0,241160,0.506,0.394,2,-7.091,0,0.0438,0.818,0,0.108,0.5,122.187,4,0
6GlD1SzE45tHgzHPkV9XAp,29,132755,0.377,0.0525,7,-22.204,1,0.0648,0.995,0.945,0.147,0.256,131.238,4,0
6kbc35XZMhs9y9SEpAJKLJ,51,244046,0.432,0.58,7,-7.295,0,0.0671,0.5,0.00774,0.105,0.23,159.908,4,0
0dZlCvNl7rcMxdjm3VZqND,0,266813,0.797,0.53,5,-8.876,1,0.025,0.575,2.03e-4,0.107,0.721,101.953,4,1
5bsyeHw6sQja0n3oUiDfMY,0,164906,0.437,0.229,9,-10.99,1,0.0296,0.729,9.06e-5,0.129,0.127,61.786,4,1
1QhGycrwJKEOBKeVFOEPak,0,143375,0.782,0.51,4,-5.724,0,0.0419,0.143,0,0.115,0.118,99.993,4,0
6WbRhuDhbFXIqKcqOFYEcG,1,185960,0.617,0.0774,4,-14.235,1,0.049,0.948,1.98e-6,0.109,0.251,120.234,4,1
3JTW3jYsXWST0qp1y3uJ5H,0,124240,0.745,0.598,10,-6.053,1,0.0975,0.129,0,0.678,0.789,148.906,4,1
6beSXVbbvppuDsgD1pAZuG,48,120200,0.751,0.867,7,-3.411,1,0.179,0.253,0.00419,0.0653,0.962,169.933,4,0
0YE5gtfhfQBQ04ye3Fodrc,24,106669,0.473,0.223,11,-13.107,1,0.0355,0.974,0.859,0.108,0.193,63.989,4,0
0usNFsDDoVMYVE732zM3QI,59,492160,0.709,0.716,2,-4.644,1,0.246,0.129,0,0.243,0.608,139.961,4,0
360Xv6Pn6ENVkFD7Hcfymf,31,198506,0.732,0.851,4,-6.451,0,0.0792,0.362,1.64e-5,0.0889,0.605,102.005,4,0
7phYAvy0VhLlNAh7EBCVFT,42,180949,0.714,0.918,7,-5.616,1,0.218,0.107,0,0.092,0.772,66.632,4,0
2rH0GCCc93hDTgyJ3bjehy,25,263866,0.337,0.335,4,-8.328,1,0.0299,0.844,0,0.0626,0.197,92.165,4,0
74Qd6pAZN3m4Rb1zYJDNHs,2,194454,0.248,0.308,2,-6.746,1,0.03,0.797,0,0.118,0.348,91.29,4,1
4pMRIhO6qGmtEIBurzIutp,57,201749,0.397,0.508,9,-7.305,1,0.0384,0.443,0,0.135,0.323,89.862,4,1
5vTSnZTmS1gMiWuA9kDE19,63,135443,0.462,0.187,4,-19.991,1,0.0304,0.954,0.847,0.0985,0.252,140.096,4,0
3oIKT8CKqao4bulVol6Pf7,39,319408,0.529,0.403,9,-10.665,1,0.0308,0.237,1.54e-6,0.348,0.206,119.639,4,0
2MLD07nZFCPAYyqAxzmDFO,0,194544,0.678,0.528,10,-7.317,1,0.0551,0.289,0,0.0734,0.614,79.018,4,1
574Kj3og09j0W5V4oH0FtC,42,67452,0.324,0.119,7,-15.777,0,0.0413,0.99,0.902,0.0841,0.199,70.085,4,0
7plI8XMJN3vIlPpSQAeIuR,41,202866,0.449,0.848,4,-5.584,0,0.0669,0.0152,0,0.882,0.643,150.039,4,1
39N0x2bHHkTqTUiI4iYOBl,47,81200,0.543,0.944,3,-6.749,0,0.0443,2.84e-4,0.0396,0.753,0.393,130.011,4,0
1SXRVPBqTOBlcMSbYwHfFH,1,221733,0.494,0.796,7,-3.965,0,0.0324,0.0197,1.78e-4,0.309,0.447,76.069,4,1
5Oplh5lCA31JfQlVc92bqT,0,191637,0.758,0.81,0,-4.496,1,0.288,0.215,1.54e-5,0.157,0.347,91.995,4,0
4KWq6RMruDDwjzYBBpUi7c,48,301426,0.547,0.941,1,-4.631,1,0.0824,5.72e-6,7.56e-4,0.323,0.331,100.007,4,0
4J0DbyODwZJcmIAiTSJfMF,71,180693,0.304,0.305,2,-10.879,1,0.0298,0.871,0.00368,0.367,0.464,146.066,3,1
5C0ngbdNdOEfnB64DyQQhO,25,239320,0.619,0.95,9,-5.294,0,0.0874,0.00552,0.0169,0.188,0.872,128.129,4,0
4vVUoi4U6ikqH2wIoE2fmG,62,220040,0.478,0.992,7,-3.165,1,0.211,2.45e-4,2.06e-4,0.327,0.117,109.969,4,0
0T9jZM8wQ4524KS1hiWBje,0,163320,0.626,0.422,9,-13.618,1,0.0492,0.246,0,0.342,0.661,151.466,4,1
0wM8XQp5vUEFPmSdVlM6QE,33,98351,0.165,0.929,6,-4.661,1,0.113,7.07e-5,7.66e-4,0.319,0.542,185.59,4,0
6uRhOHCa1APhYNgsvU1EqF,10,2830628,0.579,0.915,7,-6.435,1,0.0464,0.00401,5.46e-4,0.118,0.521,175.013,4,0
4qBoJAVBL9qDEfUOlYeCyY,42,306887,0.371,0.519,0,-7.567,1,0.0286,0.303,0,0.2,0.091,180.772,4,0
6u3HTPvOxhVWllNhu07vvA,0,279754,0.565,0.707,9,-5.65,1,0.0298,0.0101,8.16e-5,0.0851,0.831,127.222,4,1
38LW3UyUW7kT997gH0GszN,22,354960,0.18,0.132,6,-15.05,1,0.0426,0.985,0.0115,0.108,0.0552,80.531,4,0
4OGn0e78ezPoLBGgVMPNtH,0,164426,0.519,0.363,9,-8.238,1,0.0302,0.317,1.17e-6,0.108,0.211,95.275,4,1
4gCoi4Coj5HLBP947jUa8u,5,179120,0.503,0.537,4,-8.537,0,0.0326,0.3,1.35e-4,0.112,0.459,132.436,4,0
61F4Rp4Kh9jQZxO9B5KDDJ,41,144240,0.603,0.198,2,-19.179,1,0.0319,0.952,1.46e-4,0.0999,0.734,98.548,4,1
6QEQQbdqy6MIjqIa8tNvTj,1,196253,0.544,0.572,0,-6.205,1,0.0319,0.118,0,0.234,0.52,169.885,4,1
57buRfUBYm7fFFoIM78qbs,0,187360,0.541,0.609,3,-8.077,1,0.0478,0.51,6.68e-4,0.102,0.381,147.828,4,1
50c1S2S83wvta4UOk910MY,0,211739,0.544,0.573,8,-5.694,1,0.0356,0.0958,0,0.104,0.233,122.977,4,1
6UBNNsbS3opjUenO8ZpErg,0,209080,0.651,0.479,1,-6.192,1,0.0447,0.426,0,0.151,0.575,145.979,4,1
1yWRbOzBD3d6C3Ttu3xF5Y,21,202000,0.477,0.479,2,-14.853,1,0.0382,0.113,0,0.0989,0.742,190.854,3,0
6zK6tHtbYjmc8zesa7e8br,51,382360,0.61,0.853,4,-11.853,0,0.082,0.00817,0.0524,0.0931,0.669,171.983,4,0
2gWB4eoiiGtPTPGrvIKDUf,0,154026,0.322,0.48,1,-5.989,1,0.0492,0.746,0,0.113,0.304,73.476,4,1
5EcZL9ug4iU6C7Dqqfixgt,62,127260,0.426,0.0303,9,-28.242,1,0.0506,0.994,0.897,0.0926,0.111,98.668,4,0
1HrDeVl2xmX0ALXE1fl4qE,30,188000,0.546,0.895,4,-5.241,0,0.0302,0.00109,0.744,0.0988,0.047,120.01,4,0
2kTFI5CLvUTC6Dp7ea5UpS,29,155904,0.76,0.554,9,-5.52,0,0.373,0.39,0,0.14,0.385,66.747,5,0
2EoIt9vdgFRNW03u5IvFsQ,68,203373,0.8,0.563,9,-10.209,1,0.0303,0.051,0,0.0797,0.961,121.808,4,1
4BviPcJC1obuSn4sKkyRqG,0,176760,0.628,0.854,7,-7.045,1,0.0343,0.0827,0.0232,0.153,0.922,151.551,4,1
77XdIOSscAatSVaPAJz7cp,0,169440,0.472,0.701,2,-4.563,1,0.0369,0.0387,0,0.107,0.515,79.805,4,1
1GQMpacZAFmsYYmkT87gUw,1,287426,0.419,0.737,9,-7.09,1,0.0364,0.204,0.00716,0.24,0.595,157.991,4,1
40riOy7x9W7GXjyGp4pjAv,84,391376,0.579,0.508,2,-9.484,1,0.027,0.00574,4.94e-4,0.0575,0.609,147.125,4,1
7Amg1NLsU6NsPUsDzkJn0f,43,161415,0.789,0.572,7,-11.271,1,0.115,0.203,0,0.119,0.689,113.021,4,1
1foBcsKBlS2TvkXexVN91y,0,240733,0.461,0.887,11,-3.189,1,0.193,0.0358,0,0.118,0.638,167.957,4,1
3Y4VTVeGZhchi8mZdAfmfD,32,3600120,0.0989,0.0134,8,-22.592,1,0.0673,0.958,0.871,0.119,0.0272,91.202,4,0
5IoDSNO8QBvxCHGgQeIlKO,1,196746,0.576,0.849,9,-3.057,1,0.0386,0.511,4.01e-5,0.109,0.666,137.99,4,1
7bDVcyCsENX57qgjk2twzU,38,188306,0.464,0.927,7,-4.514,1,0.0697,0.00677,2.71e-6,0.366,0.718,140.108,4,0
